MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,emotion,filename
-633.18195,51.797104,-4.022367,16.643894,-1.6822075,-6.7709255,-14.960392,-11.764649,-1.3759024,-3.0038023,-4.6225395,5.6554236,-2.004334,0.3880607,-1.5080098,-5.321172,1.7207284,-3.0915244,-5.718935,-3.892902,-0.6080406,-1.5660688,-0.28138158,2.1319659,0.6880703,4.956187,-0.9695334,1.3130695,3.7915568,5.3115177,6.420212,9.668834,7.5959873,10.525478,8.664836,9.522807,8.33739,5.7909107,6.66571,5.2590513,fearful,03-01-06-01-01-01-07.wav
-620.30035,48.522453,-10.643862,12.005729,-4.7405524,-14.727358,-16.371101,-13.183697,-3.5643096,-5.524157,-6.79574,0.52482206,-10.407222,3.1423402,-6.3431644,-3.0294864,-3.3701093,-5.3346767,-5.6137047,-3.9203453,-1.2861114,-4.8268538,1.5564752,1.331193,1.0822145,3.0288017,0.3152522,3.3022227,8.4843025,8.353167,11.209419,11.281242,6.7761097,6.199215,6.4195786,9.842364,5.652501,3.2368822,2.4633062,3.8043904,fearful,03-01-06-01-01-02-07.wav
-641.2222,44.9021,-1.8051707,13.246278,-1.9954562,-12.347168,-13.757676,-8.834966,-7.1025114,-2.672696,-2.9018424,0.36192548,-6.2479663,2.5093334,-5.9337683,-1.9495356,-0.63900614,-1.8679606,-6.8125453,-3.7707376,-1.7741524,-3.5086017,-0.15304369,-0.2904326,1.0017427,0.28903204,-0.0984066,-3.0256436,0.56947064,0.70534104,4.7425714,6.856522,6.774222,5.892446,7.2325816,9.648809,10.108651,7.861637,4.383843,2.2511685,fearful,03-01-06-01-02-01-07.wav
-630.6801,40.29082,-1.5823632,7.3816214,-6.161233,-12.837457,-18.452139,-11.041925,-8.843941,-9.344938,-4.3251987,-3.5180683,-6.0467706,-3.2026253,-7.1709433,-4.499789,-5.7257133,-5.39821,-10.525426,-5.5910063,-3.6102626,-7.239695,-3.6223197,-3.8792627,-4.267385,-2.2824624,-4.092046,-3.765147,1.2031149,1.0017538,3.9222372,5.4334087,4.0522285,3.735392,6.3285856,6.9429817,6.6843576,4.4437275,6.137195,4.8651123,fearful,03-01-06-01-02-02-07.wav
-467.9197,28.99494,-22.005949,4.920743,-13.396005,-18.371746,-16.309412,-14.035899,-11.626089,-9.710607,-5.241602,-1.9917396,-4.627582,0.90651375,-4.611551,0.43925175,-1.2550187,1.6733874,5.2128944,8.745206,12.883133,3.6459599,1.829339,2.2063277,3.1410916,7.193131,3.1371632,0.16120665,4.3311014,3.2350626,5.142956,2.8840334,-0.61376876,-1.0117428,3.8509703,6.470367,5.28865,2.1893783,1.9939945,3.727408,fearful,03-01-06-02-01-01-07.wav
-509.76047,27.31454,-14.16232,5.6376433,-15.232341,-17.672998,-7.410618,-9.225287,-11.267187,-4.0356503,-10.194166,-2.3722274,-1.0920049,-2.0607944,-0.20590873,-2.7292962,4.767825,2.951234,1.9727274,2.1095438,3.692618,4.315198,11.443152,13.343164,9.115043,7.0250363,0.14331064,4.211179,3.5980413,1.9681251,1.1919541,3.0019252,2.7707038,2.5578063,4.2670283,5.9849405,1.4923307,0.106225826,0.5361152,2.5373018,fearful,03-01-06-02-01-02-07.wav
-426.22128,19.214418,-20.096958,5.8389263,-13.317663,-20.684023,-17.495869,-14.276889,-9.58545,-9.143154,-5.1418753,-4.9232826,-6.391497,-1.6463957,-3.958182,1.749403,2.6280324,4.315438,4.067027,5.7896323,1.9779087,-3.015155,3.0071783,3.833691,2.6951973,1.5240588,-0.8005189,0.39967564,3.1943438,0.02021581,0.209012,1.2181599,1.0871242,0.8752027,4.7826767,5.540585,3.4895396,-0.4191426,2.3615866,2.9447312,fearful,03-01-06-02-02-01-07.wav
-443.53574,20.374254,-19.745785,1.1643363,-15.870999,-16.19119,-16.22213,-13.449935,-6.8863626,-7.434102,-2.3461535,-3.9256558,-3.3409283,-0.19269131,-4.923561,3.4094615,6.2615056,8.766378,8.870835,4.84937,1.890453,-1.9545621,4.1852937,5.1778903,0.74895024,1.451033,2.1646478,4.0201364,2.7774177,1.2921174,1.2313992,5.457376,2.9425604,0.47081062,4.3551073,5.394615,1.7495021,0.051417977,2.7956843,3.114354,fearful,03-01-06-02-02-02-07.wav
-672.06744,47.470146,6.4142575,14.833903,-5.3080783,-9.304441,-6.7588825,-1.189792,-4.6004286,-1.6713866,-2.2755902,-2.177459,-1.0846713,0.41044995,-7.3186116,-1.6244328,-3.6483793,-1.6185695,-7.080499,-2.1607456,-4.897049,-5.8043604,-1.2919956,-1.553537,-2.9508739,-1.4606116,-4.269572,-3.9435766,-1.6300552,-2.7357326,-1.8884213,-2.616137,-4.446828,-2.424713,-1.5990969,-0.3749,-2.133316,-3.937753,-2.7577393,-0.9854638,disgust,03-01-07-01-01-01-07.wav
-640.1434,55.025036,1.7835971,16.35628,-6.792615,-11.269388,-8.037198,-1.0002809,-4.475963,-2.3977644,-1.8660651,-0.9441445,-4.367195,2.0325525,-7.7770653,-1.3947117,-3.8956892,-2.4611108,-7.612536,-3.2579808,-3.560194,-4.3126483,-1.0237132,-3.8135474,-1.5274886,-2.9146888,-5.0966554,-3.367084,-2.0907376,-1.2058058,-0.9883168,-1.1492752,-4.382155,-1.297807,0.14822622,1.7465997,-1.0647097,-5.235273,-1.7920192,0.057434104,disgust,03-01-07-01-01-02-07.wav
-701.98956,62.761166,11.80117,16.425886,5.1283283,-3.806761,-7.866311,2.898598,-1.0133338,0.2543737,0.52474785,2.9847503,-0.94992644,5.105791,-2.970856,-2.1212356,-0.41544235,0.109662905,-4.911577,-4.4119225,-2.5422118,-4.9174232,0.62009114,-1.0196179,-1.7672883,-0.9258522,-2.7580862,-3.3378205,-1.2408364,-0.6172267,-0.66340965,-2.6225574,-3.6481216,-3.7728384,-1.1712358,1.1055763,-0.36209425,-2.806168,-2.2930279,-0.900288,disgust,03-01-07-01-02-01-07.wav
-660.6913,51.331978,8.337527,16.416716,-5.4266667,-10.168981,-4.377813,-3.1627915,-7.915019,-1.9839417,-4.1999135,-1.3851992,-2.8979182,-2.0539346,-2.7084186,-6.267272,-1.8362851,-2.522893,-7.5199447,-3.1391232,-4.9517007,-4.6700454,-2.036175,-2.184741,-2.5256872,-1.6730772,-3.44969,-3.1091752,-2.0554814,0.50008327,-2.6742141,-1.4978343,-4.1007075,-1.6319206,-1.2917355,-1.2687522,-1.4771861,-2.9344387,-1.8314086,0.6429873,disgust,03-01-07-01-02-02-07.wav
-526.5148,44.48506,4.4658356,18.339153,-14.482467,-9.653538,0.6912722,-7.6656756,-8.333932,0.38638222,-6.280715,0.099674255,-4.3544707,-1.2346838,-1.8769914,-5.492565,0.35987028,-4.4822645,-5.840049,-2.7709205,-5.036915,-3.8710313,0.11696337,-1.6917763,2.0637245,1.0052799,-0.5775048,-1.4599491,0.95205677,3.5556798,3.501935,4.667153,1.3287927,2.3625586,4.1394405,3.753836,3.6376193,2.095131,2.966812,4.3064632,disgust,03-01-07-02-01-01-07.wav
-566.5156,51.843723,11.372265,21.847229,-5.8895802,-9.905673,-0.3204596,-1.7683967,-7.13291,4.9852138,-3.2925217,1.7111017,0.7615749,0.21270342,0.98853415,-2.8846934,1.1200454,-1.6822559,-4.449093,-1.8273796,-1.7330709,-2.976713,0.32302636,-0.74502826,-1.3349954,2.2900743,-2.2106602,-0.09098578,0.5543988,0.43890616,0.3757719,0.69593024,-1.7747995,-0.84449714,0.23035564,2.4191823,2.1092303,1.2133203,1.6491971,3.5659962,disgust,03-01-07-02-01-02-07.wav
-571.8279,60.18019,16.917067,22.655184,-5.052365,-9.316488,-3.1551695,-1.5862721,-10.081413,2.6718674,-3.2462652,-1.0405344,0.3685102,0.33753908,0.12261998,-2.2045813,-0.20039229,-2.933429,-4.2735114,-2.1309955,-2.7446065,-5.4166975,-0.35635284,-2.6656697,-0.8171264,0.2941453,-2.8728032,0.067180455,-0.013826745,2.7330623,1.0705216,0.6886081,-1.9902682,-1.824019,1.5478747,2.0796425,-0.4576162,-1.7869399,-0.6810109,1.0355483,disgust,03-01-07-02-02-01-07.wav
-571.9759,51.179077,16.043608,15.61695,-7.3047338,-11.156524,-1.9409511,-6.3082223,-11.330558,-0.698432,-7.070917,-1.6959023,-4.8907475,-3.0591505,-2.9994483,-6.5733104,-0.8039444,-8.103568,-6.665373,-3.9379015,-6.1347413,-5.7043953,-2.1292388,-3.505075,-1.7414908,-1.1577474,-3.4586706,-1.45995,0.03276504,2.9585092,1.2309715,0.82260066,-1.6757346,-1.0639694,0.52807325,1.8499231,0.45358038,-1.5671154,-0.86671174,1.0813558,disgust,03-01-07-02-02-02-07.wav
-626.84326,64.10092,2.0466008,16.713062,-4.450568,-6.5786242,-11.052749,-4.007892,-2.3739276,-7.24272,-1.9270492,-3.3223634,-5.972656,1.4141543,-6.7065644,-1.522784,-2.0273218,-4.761231,-3.4057076,-4.0085135,-2.33587,-6.9218554,-0.06474244,-1.7546535,-1.2885207,0.044617724,-2.0104358,-1.5483241,1.1486357,2.664284,1.313291,2.0823092,-0.59572005,-0.78087175,0.19725563,2.6676378,1.110868,-0.58425653,-0.8696225,-0.7194433,surprised,03-01-08-01-01-01-07.wav
-600.5005,57.666733,7.096482,15.82993,-6.145362,-9.097262,-7.2702775,-2.075259,-5.002646,-5.038583,-2.1659222,-3.2705185,-3.13748,0.31534243,-7.387663,0.3816048,-4.2427,-2.1836488,-5.8792057,-2.6190364,-5.1712713,-5.990257,-1.480369,-2.5507665,-2.7925093,-0.35385484,-4.0923233,-1.9682722,-0.33933643,0.856876,0.8119719,1.4970988,-1.8636211,-1.5071732,-0.15276717,0.6040884,1.2804395,-0.43533042,0.37422037,1.6496465,surprised,03-01-08-01-01-02-07.wav
-622.3253,67.07848,9.319533,16.737747,-3.2166858,-6.030435,-8.241136,-1.8525748,-3.035264,-5.059864,0.925627,-0.35727194,-5.934904,2.2879543,-6.330952,-0.85945064,-1.1923579,-3.6983044,-4.2835865,-4.548435,-3.5153792,-7.2411814,0.34909517,-2.2089572,-1.3298696,-1.2210572,-2.898393,-3.1163464,-0.691008,-1.3020699,0.53026336,0.60886014,-2.87337,-2.189993,-1.1620985,0.69333726,0.69934994,-2.0566506,-1.0369501,-1.0544095,surprised,03-01-08-01-02-01-07.wav
-613.0395,64.253555,5.9189777,19.615286,-4.0095243,-5.752255,-8.478243,-4.1154523,-3.2322283,-6.929661,0.31921574,-1.0350889,-5.234078,2.432573,-5.6012874,0.9680642,-1.009829,-1.4347162,-4.3693347,-3.4828372,-2.697922,-6.671496,-0.47959065,-1.991909,-1.5004332,-1.4588318,-1.7133805,-3.531619,-0.5662592,-1.1904907,-0.7593486,-0.021790551,-3.3768468,-2.7833407,-1.5258462,-0.43135193,0.2140207,-0.3009042,0.09809538,2.0569174,surprised,03-01-08-01-02-02-07.wav
-481.0398,47.51983,-0.49358362,10.21198,-8.217638,-11.2784,-12.911418,-7.934679,-6.301511,-4.364403,-4.517936,-1.9175705,-8.525362,-1.5161293,-3.415311,-1.8500055,-1.1539397,-5.4103765,-2.4946427,0.9455321,1.5530083,5.2958837,4.280542,4.642564,5.752894,5.8651886,2.88829,6.2290306,4.1008005,5.7126675,6.4156375,4.8747835,1.4743551,0.008844484,2.202477,5.538943,3.5921595,3.0462008,2.8321717,3.3249452,surprised,03-01-08-02-01-01-07.wav
-580.59705,48.52184,6.048064,16.168291,-5.0880327,-10.697555,-8.587412,-5.3374295,-6.0274086,-6.7786617,-3.978169,-3.7511199,-5.7634807,-1.7545601,-6.6860757,-0.101294085,-4.0287743,-3.0678167,-4.997325,-1.6712399,-2.5871649,-4.879285,0.0026994462,-1.5761827,-0.9836086,1.9309177,-0.74474275,-0.29971611,1.9556227,0.32500026,1.7450418,-0.15254703,-2.9121544,-1.1447761,1.2333995,2.3719819,1.7706127,-1.1424934,0.647351,1.1852062,surprised,03-01-08-02-01-02-07.wav
-514.16797,42.36775,-1.0040717,10.778065,-7.367251,-12.644313,-15.18607,-7.5457153,-6.444826,-8.610241,-2.7226105,-4.2582912,-5.6302886,-0.9317916,-8.6971245,-0.049505495,-3.1001709,-0.96811676,-0.086819656,-1.2523133,1.4676045,-1.3611449,3.904472,4.6354985,5.978025,5.270207,1.8421065,1.6150407,2.6636274,0.68361276,2.6097858,3.5406134,0.20988528,0.8019475,2.7757878,3.8501325,3.6295881,1.4527731,0.9235893,1.223628,surprised,03-01-08-02-02-01-07.wav
-573.3147,46.848057,4.4224877,12.2627325,-6.926546,-10.1811905,-9.866904,-5.1058507,-4.9742427,-7.7146645,-2.0002813,-3.0088804,-7.5432186,0.2064886,-7.8055873,-1.9177855,-2.7253103,-2.984422,-6.724586,-3.7463458,-2.3398986,-5.4799976,0.61132026,-0.9170285,-2.0356665,1.7051537,-1.4028713,0.15816498,2.7105916,2.3256536,3.3430398,2.9783506,0.63680404,0.55684036,2.6771426,2.6218686,2.8967452,2.5807734,2.492398,2.71931,surprised,03-01-08-02-02-02-07.wav
-675.61633,60.059315,9.481594,22.731104,-1.0104927,8.002314,-7.620191,-1.8399067,-0.40629092,1.4561281,-3.6257381,1.7784587,1.7654151,-1.411425,0.707342,2.3334186,2.196691,2.2891815,0.114503704,2.167427,-0.08083967,2.8883069,1.3419554,3.958265,3.4403608,3.842388,2.6401,2.4242442,1.9354223,4.309236,6.879685,7.2568364,4.8589716,5.3539577,5.9401145,5.131393,3.2162871,1.5014464,1.103103,2.6155756,neutral,03-01-01-01-01-01-08.wav
-664.4366,62.84364,7.227554,22.929354,-2.4549859,7.1595836,-5.8917675,-2.2494986,-0.7801703,0.7798533,-2.14002,0.61772656,0.84609246,-2.7379928,-1.1300237,2.2416227,3.4757717,1.4136763,1.5763041,-0.6900412,0.23947038,1.967825,0.13852938,1.8311409,1.8728956,3.9784858,4.734488,4.479341,2.6192255,3.473785,4.951526,7.1110044,7.1462965,6.424634,4.570992,4.1861134,4.3077493,3.382785,0.63086903,-0.01726089,neutral,03-01-01-01-01-02-08.wav
-666.2536,59.85496,10.241116,20.422897,-0.6358083,5.5935106,-8.833572,-4.547258,-2.8941953,-0.37727576,-3.6332197,1.3918242,-1.8923666,-2.0390584,-0.7501593,2.1414487,2.8607423,-0.57063997,0.4604436,-0.23214531,0.42679355,3.135041,-0.70370734,1.1017299,0.015888195,0.5139745,1.9041724,4.7582297,7.1057734,8.211768,7.914356,6.7351637,3.5076833,2.9176366,3.284183,5.111723,4.199101,3.5933013,0.05965315,-0.40367335,neutral,03-01-01-01-02-01-08.wav
-658.8855,59.848846,9.0564,20.25951,-0.07293311,7.187347,-7.151414,-3.7634394,-0.9855967,2.220697,-2.4427626,3.2417846,-1.3960441,-1.5148098,-0.9386614,2.9517367,3.0116725,1.7335224,1.8022863,-0.2248716,0.9445848,3.2815278,0.614323,0.5962575,-0.1868379,0.7933277,1.7614757,2.351744,3.6465635,5.9639406,6.8546224,7.2258334,4.2982426,5.492147,4.5651937,5.7173567,5.104094,4.0505595,0.95636046,0.5630568,neutral,03-01-01-01-02-02-08.wav
-687.9516,67.6149,11.245123,23.262403,1.1902528,8.083827,-5.56458,-3.2770145,-1.09989,1.1759138,-5.353663,0.42560986,-1.4168587,0.16915104,-2.2776754,0.83147186,2.104965,2.6159806,2.0530891,0.920382,0.93692994,1.8506755,-0.30685097,2.8492405,1.4734535,3.1014128,3.5987964,1.4901836,1.5150818,3.4176548,6.4122453,10.011819,7.994965,5.092405,4.004804,4.0251703,3.8392215,3.8766122,2.4572506,-0.17606974,calm,03-01-02-01-01-01-08.wav
-701.5358,61.44667,14.5310335,21.224693,2.6371422,8.23584,-5.648635,-2.2788148,-1.6133839,1.1511958,-7.641895,2.3754473,-0.4663633,-0.09054494,-1.8000237,1.0435785,2.687877,2.9939287,1.7885604,-0.35755807,0.10985959,1.8891134,-0.8773672,2.113928,0.8994467,3.481429,4.082503,3.6597202,5.2753634,7.4266424,8.332849,10.296102,7.5083513,4.715441,3.260186,3.902394,3.02236,2.6609466,1.5689453,-0.056347944,calm,03-01-02-01-01-02-08.wav
-688.22314,62.502567,19.29961,20.956944,4.756095,9.746793,-6.6207438,-2.9874794,0.36179104,0.47433263,-4.5191345,2.783566,-1.4159782,-1.3478854,-1.8346416,2.0050051,3.5300806,2.3780258,2.0738957,-0.69653654,0.9840715,2.1559858,-0.94184744,1.3057532,-1.1510031,-0.39663,2.752568,3.8456833,5.8051395,6.2847905,5.4331927,6.3011723,5.911475,5.874033,5.546146,4.4928083,3.2095034,3.8696065,3.2639894,0.78379226,calm,03-01-02-01-02-01-08.wav
-700.646,61.727585,12.321372,24.550695,3.5531347,9.113766,-6.653597,-3.2625003,-1.8789659,1.1290027,-5.6425834,2.9157505,-0.36954772,-0.32933745,-0.19942778,2.5596876,2.8277385,2.4011548,0.8385509,-0.1390981,1.4503995,3.6790307,-0.2731629,1.4041877,0.092032194,1.4081239,4.7723346,6.7002664,7.753931,10.014314,11.117258,8.714538,6.141737,3.9183135,4.2970266,3.0204582,0.81807655,0.6596849,0.2881931,-0.28324535,calm,03-01-02-01-02-02-08.wav
-691.8652,61.45869,12.390936,23.880762,0.93589747,9.457012,-2.0850673,-3.1102254,-2.2607627,1.3428594,-6.632244,1.390223,-0.8769378,-0.26374254,-2.9103422,3.0579786,3.8448753,2.1574855,0.49398065,1.2827767,1.9116986,1.2770724,0.15180716,1.3542851,0.38251805,3.5411732,3.7598336,2.8756816,1.5575999,4.3376517,6.0519147,8.20667,8.24346,6.7044992,2.9437544,3.38193,3.6611767,2.4891198,0.9014918,-0.036933187,calm,03-01-02-02-01-01-08.wav
-694.44946,60.536057,12.290042,20.735355,0.7196306,10.568483,-3.0178149,-2.1289787,-1.3821328,0.040267758,-7.570847,-0.8486531,-2.0484746,-0.11716741,-5.0922985,2.0002494,2.399294,2.515952,-0.50266415,1.1701165,1.2510862,-0.7256879,-0.94875914,0.9604856,-0.4172545,0.88560265,3.059641,2.2685494,3.2694864,7.319817,9.300436,10.863709,9.774991,6.745185,4.977782,3.661985,3.98906,3.5623014,0.95740217,0.8800982,calm,03-01-02-02-01-02-08.wav
-695.8063,60.62599,16.482964,18.949541,4.1657043,10.778931,-3.4265945,-3.2463968,-2.0498836,0.009405268,-6.989404,-0.1627008,-2.0644028,-3.0551388,-2.5463748,1.5462373,2.431499,2.2142959,0.06362625,-0.6211695,1.8184311,1.2784774,-1.298453,1.1419591,1.2083709,2.2369792,4.5334554,4.8410754,4.9605727,7.4075646,9.36502,8.972634,7.775235,5.5043855,3.744934,3.412834,2.718835,3.1471286,1.0021436,-0.44352803,calm,03-01-02-02-02-01-08.wav
-692.32245,59.271435,13.266707,20.25587,1.5801857,8.422317,-7.0211577,-0.57653236,-1.7754276,-0.977167,-8.167978,-0.5144484,-1.0422308,-1.3063498,-3.3920007,0.6992783,3.3142173,3.2992811,0.8901791,-0.20441346,0.11001377,1.0721179,-2.034557,0.14782625,-0.66049343,0.35525185,3.2871747,3.3295183,4.9661307,9.341266,10.251883,10.012239,10.171789,7.5529222,5.4912047,4.2176414,1.3245381,1.9483552,1.1296837,0.2633273,calm,03-01-02-02-02-02-08.wav
-629.9453,53.331886,-6.3373256,21.676674,-1.4679784,4.0929933,-8.246712,-0.38337243,-1.3566258,-0.04958217,-3.4226375,0.3944289,-0.03755668,-1.7104448,-3.2092288,0.40325412,1.4451351,2.1826065,1.3439467,1.7010254,2.7297213,4.000016,3.2799897,3.159461,2.303354,3.0908473,3.1801293,3.3841841,4.191143,5.1523743,5.437172,3.7748334,2.6550705,4.473142,4.8921022,5.145745,3.6356478,2.1380641,1.2129354,0.960326,happy,03-01-03-01-01-01-08.wav
-627.2172,47.35957,-5.439069,24.221476,-3.9929347,2.522174,-6.3118815,-1.5140748,-0.39884388,-0.094722286,-3.9723446,0.49796033,0.36770865,-0.45899546,-3.7156818,1.5062447,0.47400716,0.9638778,1.8329991,0.38924205,2.0369115,2.971742,0.43811458,0.6220576,1.181648,2.659869,2.406328,1.9317733,2.5329022,4.726914,4.7160263,4.42716,2.1565535,2.4198866,4.9567423,8.4517765,5.440094,3.9338567,2.5366259,2.1534367,happy,03-01-03-01-01-02-08.wav
-642.00916,53.732147,-0.13101147,22.474335,-0.40936577,1.6860008,-7.518517,-2.4313335,-1.3304245,-1.9679415,-3.4699934,-1.1222899,1.7804404,-1.7748277,-4.401067,1.1313767,-0.77725065,0.28286055,2.000391,-0.75201267,1.9232618,1.1748759,-0.939821,0.075425096,2.4336667,4.5800467,7.3246226,6.2009244,4.939001,3.953388,4.3199863,6.5194306,5.516859,4.370358,1.81623,4.2329655,4.5424447,4.370247,1.1019096,-0.7588452,happy,03-01-03-01-02-01-08.wav
-614.99426,45.829155,-8.9663,19.736242,-1.307508,-2.5882497,-10.737273,-3.77822,-2.4881835,-2.4492896,-2.3852448,-0.87957144,1.5461311,-1.7557937,-2.9642057,1.2070464,0.9651753,2.1693904,2.2688434,-0.6558076,0.59437716,1.0658945,0.06995827,0.6562789,4.203647,5.4702477,5.6973047,2.0609589,2.838151,5.545217,6.924248,6.115287,3.0047739,3.042247,4.410457,6.15318,3.9165936,2.2441366,2.0671296,2.3833375,happy,03-01-03-01-02-02-08.wav
-525.4947,40.54577,-23.970518,14.979149,-9.906133,-3.1699567,-9.734317,-6.103332,-1.8005239,-7.7531543,-5.2591906,-0.9014922,1.2521775,-2.258622,-3.0167944,1.1728637,1.421499,3.9139197,6.6387315,4.5798907,9.833057,11.090586,4.9163074,4.0872493,3.7395964,6.923198,6.6949763,3.740808,2.4128838,5.8338475,9.318786,7.4404173,3.9043782,3.1140172,3.2952976,5.353397,3.2703505,3.0126936,3.356417,2.396227,happy,03-01-03-02-01-01-08.wav
-533.4958,36.334656,-20.304724,19.726645,-9.57094,0.24169856,-4.416917,-3.0023859,-2.3148494,-5.132479,-3.5706987,-0.98928964,2.0620742,-2.3071303,-2.2126281,0.5942061,0.40603104,2.6636863,4.0731273,2.2230384,5.3855815,8.295007,5.5223603,4.454281,5.6822906,4.7995057,4.4891405,5.103533,5.4521465,6.9257884,6.3858,5.522606,3.7465172,4.9252295,5.282616,6.5448375,5.736687,4.444763,2.6808305,1.8560449,happy,03-01-03-02-01-02-08.wav
-510.90546,35.282585,-23.249247,17.244118,-9.884074,-6.076588,-11.969973,-8.042319,-4.1034274,-10.037776,-4.637755,-3.8846233,-0.290559,-3.772223,-4.870952,1.1249416,-0.23845965,1.3319072,3.5229943,0.9883464,5.437193,12.100782,12.984481,13.388328,10.882741,6.1571207,5.9764404,6.1874146,7.03662,6.20098,5.4676733,4.2787185,3.8956008,3.570253,1.7237529,2.9706247,3.1447432,2.5427258,1.0788676,-1.4733036,happy,03-01-03-02-02-01-08.wav
-525.28845,39.12192,-24.717428,14.282377,-11.338284,-7.2071176,-12.530657,-9.055009,-2.763434,-9.950369,-7.1308403,-4.6570177,0.07922429,-2.7064722,-2.899654,0.76331913,-0.8434385,2.8019168,5.104876,1.6975945,6.95725,10.580269,9.364544,7.75249,5.9358974,4.428406,5.440067,4.0612354,5.53568,5.6907434,5.7821026,4.3055887,1.5965115,2.6325693,1.2315624,2.4760568,2.08095,1.9218789,2.9403164,0.71270037,happy,03-01-03-02-02-02-08.wav
-706.24347,58.534477,13.019988,20.873657,8.240027,6.8838377,-3.5844598,-2.4664125,-1.1597183,0.44780788,-6.6871552,3.0705812,0.19013749,1.7280375,-2.163666,2.4146228,3.4679458,3.540473,3.3913884,0.39475915,1.7776084,3.7734337,3.2965548,1.8192769,2.884614,4.223691,6.1435084,7.142036,8.182503,11.02277,8.667231,7.7169366,3.3060544,2.4517193,1.6717365,2.9568832,2.809672,1.8402838,-0.25253522,-0.43534774,sad,03-01-04-01-01-01-08.wav
-710.06476,63.82598,11.534364,23.225824,0.8693859,8.159878,-4.2767234,-0.026927665,-2.4862363,0.17094694,-2.6574402,2.1550949,0.32913378,0.81109476,-0.8751108,2.1612883,1.8729264,3.889299,0.12414985,1.590107,-0.31872022,1.630423,-0.5816581,-0.11652754,1.0899681,1.8314313,3.771274,0.8663054,2.2285423,4.3520494,7.9554334,11.317929,11.119623,6.3539457,3.6883867,2.8174913,3.3562534,3.6789043,2.5870528,0.392207,sad,03-01-04-01-01-02-08.wav
-711.3288,58.443768,13.65048,20.23054,6.425073,7.7855453,-7.0938025,-5.6756206,0.714342,0.45269403,-2.5040584,0.7678334,1.715616,0.4773248,-0.5419726,3.6524558,1.6684163,2.5967984,1.8056469,1.4677538,0.35468993,5.073544,0.4831138,1.8108981,0.861934,2.870809,6.3640895,6.9492927,8.969692,9.728836,8.10591,4.3302445,2.8907812,1.1774244,1.2227421,3.0022018,2.9710333,0.55882895,-0.21561609,-0.22422208,sad,03-01-04-01-02-01-08.wav
-703.9717,64.09321,12.90797,20.423443,6.0703955,5.750209,-8.746074,-5.2278686,0.23428005,3.4886615,-7.5715566,3.0430114,1.0408547,2.11947,-0.80548054,4.3044343,7.5709023,5.1528616,3.0782435,2.7276034,-0.85351914,4.820267,1.1452283,0.57616,-0.5541582,1.2236449,3.9187841,2.9844372,6.496941,10.109931,11.510489,10.698001,6.014832,2.5755596,1.173157,2.1360822,4.3532205,2.6692626,1.461503,-1.7551459,sad,03-01-04-01-02-02-08.wav
-620.0803,54.2479,-9.866307,22.590471,-0.7324287,-2.9858973,-17.932732,-9.573598,4.260463,-7.8356595,-5.1848764,0.5935916,-0.048667092,-0.6505171,-2.924401,4.068202,8.984692,8.418685,9.559836,4.6944513,3.4879754,7.0331435,5.9285192,8.92372,7.045713,9.275219,4.1651382,3.0569227,3.6963732,4.441653,4.026354,2.9058375,2.2617288,0.02735414,-0.25529164,1.8198125,0.8523972,0.6460605,0.5172959,0.4475429,sad,03-01-04-02-01-01-08.wav
-617.4877,52.473698,-5.7896476,21.76914,-1.3812584,-0.1069505,-15.364343,-12.673313,2.6413326,-4.25037,-4.0424147,2.2167583,0.58828175,1.5512853,-3.1535425,3.2028594,6.6388173,6.0070095,7.853124,6.01275,7.2214937,10.859445,8.419722,6.368049,5.124456,7.6410866,4.16689,3.8207998,1.2069848,1.2103404,2.272864,2.2742705,1.2838372,0.6583063,-0.7130127,-1.710627,-0.60683787,0.8029957,0.9318242,-0.2684823,sad,03-01-04-02-01-02-08.wav
-648.13214,53.74082,-2.8609674,19.97794,0.965185,1.8495404,-10.217444,-9.46102,5.17614,-6.589322,-3.1430767,1.4486758,1.2381741,-0.27732787,-2.4559937,2.7155917,3.151693,2.94089,8.0300865,6.8425508,6.2959285,9.319393,8.2474,10.268896,7.484217,7.473711,4.0746775,2.5513723,3.2117212,2.889904,2.3199513,0.20457046,1.8319467,1.6824484,-0.30652183,-2.0285673,0.4542651,2.982388,2.0099158,-0.6103226,sad,03-01-04-02-02-01-08.wav
-618.9332,61.52515,-4.537559,20.466219,1.2907845,1.7045279,-20.71584,-15.621432,7.71396,-6.1900535,-6.7993426,2.417077,3.0048182,2.6787043,-4.4651303,2.6555808,6.8851657,4.784861,9.288718,6.355152,8.320184,10.186011,8.590629,7.6795454,4.5945425,6.4690824,2.228855,2.5717313,2.3032434,3.510171,3.75262,2.9118192,1.6164445,2.5609148,-1.6182193,0.10245226,0.4248334,2.4342415,1.8070562,-2.2941031,sad,03-01-04-02-02-02-08.wav
